ar16_index,canonical_esrs,language,official_esrs,official_theme,official_subtheme,official_subtopic,source_publication_id,source_url
22,E4,sk,E4,Biodiverzita a ekosystémy,Vplyvy na stav druhov,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
23,E4,sk,E4,Biodiverzita a ekosystémy,Vplyvy na rozsah a stav ekosystémov,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
24,E4,sk,E4,Biodiverzita a ekosystémy,Vplyvy na ekosystémové služby a závislosti od nich,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
25,E5,sk,E5,Obehové hospodárstvo,Prílev zdrojov vrátane využívania zdrojov,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
26,E5,sk,E5,Obehové hospodárstvo,Odlev zdrojov v súvislosti s výrobkami a službami,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
27,E5,sk,E5,Obehové hospodárstvo,Odpad,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
28,S1,sk,S1,Vlastná pracovná sila,Pracovné podmienky,Bezpečné zamestnanie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
29,S1,sk,S1,Vlastná pracovná sila,Pracovné podmienky,Pracovný čas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
30,S1,sk,S1,Vlastná pracovná sila,Pracovné podmienky,Primerané mzdy,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
31,S1,sk,S1,Vlastná pracovná sila,Pracovné podmienky,Sociálny dialóg,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
32,S1,sk,S1,Vlastná pracovná sila,Pracovné podmienky,"Sloboda združovania, existencia zamestnaneckých rád a práva pracovníkov na informácie, konzultácie a účasť",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
33,S1,sk,S1,Vlastná pracovná sila,Pracovné podmienky,"Kolektívne vyjednávanie vrátane podielu pracovníkov, na ktorých sa vzťahujú kolektívne zmluvy",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
34,S1,sk,S1,Vlastná pracovná sila,Pracovné podmienky,Rovnováha medzi pracovným a súkromným životom,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
35,S1,sk,S1,Vlastná pracovná sila,Pracovné podmienky,Zdravie a bezpečnosť,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
36,S1,sk,S1,Vlastná pracovná sila,Rovnaké zaobchádzanie a príležitosti pre všetkých,Rodová rovnosť a rovnaká odmena za prácu rovnakej hodnoty,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
37,S1,sk,S1,Vlastná pracovná sila,Rovnaké zaobchádzanie a príležitosti pre všetkých,Odborná príprava a rozvoj zručností,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
38,S1,sk,S1,Vlastná pracovná sila,Rovnaké zaobchádzanie a príležitosti pre všetkých,Zamestnanosť a začlenenie osôb so zdravotným postihnutím,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
39,S1,sk,S1,Vlastná pracovná sila,Rovnaké zaobchádzanie a príležitosti pre všetkých,Opatrenia proti násiliu a obťažovaniu na pracovisku,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
40,S1,sk,S1,Vlastná pracovná sila,Rovnaké zaobchádzanie a príležitosti pre všetkých,Rozmanitosť,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
41,S1,sk,S1,Vlastná pracovná sila,Iné pracovné práva,Detská práca,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
42,S1,sk,S1,Vlastná pracovná sila,Iné pracovné práva,Nútená práca,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
43,S1,sk,S1,Vlastná pracovná sila,Iné pracovné práva,Primerané bývanie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
44,S1,sk,S1,Vlastná pracovná sila,Iné pracovné práva,Súkromie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
45,S2,sk,S2,Pracovníci v hodnotovom reťazci,Pracovné podmienky,Bezpečné zamestnanie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
46,S2,sk,S2,Pracovníci v hodnotovom reťazci,Pracovné podmienky,Pracovný čas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
47,S2,sk,S2,Pracovníci v hodnotovom reťazci,Pracovné podmienky,Primerané mzdy,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
48,S2,sk,S2,Pracovníci v hodnotovom reťazci,Pracovné podmienky,Sociálny dialóg,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
49,S2,sk,S2,Pracovníci v hodnotovom reťazci,Pracovné podmienky,Sloboda združovania vrátane existencie zamestnaneckých rád,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
50,S2,sk,S2,Pracovníci v hodnotovom reťazci,Pracovné podmienky,Kolektívne vyjednávanie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
51,S2,sk,S2,Pracovníci v hodnotovom reťazci,Pracovné podmienky,Rovnováha medzi pracovným a súkromným životom,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
52,S2,sk,S2,Pracovníci v hodnotovom reťazci,Pracovné podmienky,Zdravie a bezpečnosť,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
53,S2,sk,S2,Pracovníci v hodnotovom reťazci,Rovnaké zaobchádzanie a príležitosti pre všetkých,Rodová rovnosť a rovnaká odmena za prácu rovnakej hodnoty,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
54,S2,sk,S2,Pracovníci v hodnotovom reťazci,Rovnaké zaobchádzanie a príležitosti pre všetkých,Odborná príprava a rozvoj zručností,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
55,S2,sk,S2,Pracovníci v hodnotovom reťazci,Rovnaké zaobchádzanie a príležitosti pre všetkých,Zamestnanosť a začlenenie osôb so zdravotným postihnutím,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
56,S2,sk,S2,Pracovníci v hodnotovom reťazci,Rovnaké zaobchádzanie a príležitosti pre všetkých,Opatrenia proti násiliu a obťažovaniu na pracovisku,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
57,S2,sk,S2,Pracovníci v hodnotovom reťazci,Rovnaké zaobchádzanie a príležitosti pre všetkých,Rozmanitosť,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
58,S2,sk,S2,Pracovníci v hodnotovom reťazci,Iné pracovné práva,Detská práca,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
59,S2,sk,S2,Pracovníci v hodnotovom reťazci,Iné pracovné práva,Nútená práca,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
60,S2,sk,S2,Pracovníci v hodnotovom reťazci,Iné pracovné práva,Primerané bývanie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
61,S2,sk,S2,Pracovníci v hodnotovom reťazci,Iné pracovné práva,Voda a sanitácia,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
62,S2,sk,S2,Pracovníci v hodnotovom reťazci,Iné pracovné práva,Súkromie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
63,S3,sk,S3,Ovplyvnené spoločenstvá,"Hospodárske, sociálne a kultúrne práva spoločenstiev",Primerané bývanie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
64,S3,sk,S3,Ovplyvnené spoločenstvá,"Hospodárske, sociálne a kultúrne práva spoločenstiev",Primeraná výživa,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
65,S3,sk,S3,Ovplyvnené spoločenstvá,"Hospodárske, sociálne a kultúrne práva spoločenstiev",Voda a sanitácia,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
66,S3,sk,S3,Ovplyvnené spoločenstvá,"Hospodárske, sociálne a kultúrne práva spoločenstiev",Vplyvy súvisiace s krajinou,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
67,S3,sk,S3,Ovplyvnené spoločenstvá,"Hospodárske, sociálne a kultúrne práva spoločenstiev",Vplyvy v oblasti bezpečnosti,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
68,S3,sk,S3,Ovplyvnené spoločenstvá,Občianske a politické práva spoločenstiev,Sloboda prejavu,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
69,S3,sk,S3,Ovplyvnené spoločenstvá,Občianske a politické práva spoločenstiev,Sloboda zhromažďovania,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
70,S3,sk,S3,Ovplyvnené spoločenstvá,Občianske a politické práva spoločenstiev,Vplyv na obhajcov ľudských práv,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
71,S3,sk,S3,Ovplyvnené spoločenstvá,Práva pôvodného obyvateľstva,"Slobodný, predchádzajúci a informovaný súhlas",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
72,S3,sk,S3,Ovplyvnené spoločenstvá,Práva pôvodného obyvateľstva,Sebaurčenie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
73,S3,sk,S3,Ovplyvnené spoločenstvá,Práva pôvodného obyvateľstva,Kultúrne práva,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
74,S4,sk,S4,Spotrebitelia a koncoví používatelia,Informačné vplyvy na spotrebiteľov a/alebo koncových používateľov,Súkromie,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
75,S4,sk,S4,Spotrebitelia a koncoví používatelia,Informačné vplyvy na spotrebiteľov a/alebo koncových používateľov,Sloboda prejavu,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
76,S4,sk,S4,Spotrebitelia a koncoví používatelia,Informačné vplyvy na spotrebiteľov a/alebo koncových používateľov,Prístup k/ku (kvalitným) informáciám,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
77,S4,sk,S4,Spotrebitelia a koncoví používatelia,Osobná bezpečnosť spotrebiteľov a/alebo koncových používateľov,Zdravie a bezpečnosť,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
78,S4,sk,S4,Spotrebitelia a koncoví používatelia,Osobná bezpečnosť spotrebiteľov a/alebo koncových používateľov,Osobná bezpečnosť,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
79,S4,sk,S4,Spotrebitelia a koncoví používatelia,Osobná bezpečnosť spotrebiteľov a/alebo koncových používateľov,Ochrana detí,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
80,S4,sk,S4,Spotrebitelia a koncoví používatelia,Sociálna inklúzia spotrebiteľov a/alebo koncových používateľov,Nediskriminácia,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=sk&productionSystem=cellar&part=
