ar16_index,canonical_esrs,language,official_esrs,official_theme,official_subtheme,official_subtopic,source_publication_id,source_url
85,G1,it,G1,Condotta delle imprese,Benessere degli animali,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=it&productionSystem=cellar&part=
86,G1,it,G1,Condotta delle imprese,Impegno politico e attività di lobbying,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=it&productionSystem=cellar&part=
87,G1,it,G1,Condotta delle imprese,"Gestione dei rapporti con i fornitori, comprese le prassi di pagamento",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=it&productionSystem=cellar&part=
88,G1,it,G1,Condotta delle imprese,Corruzione attiva e passiva,Prevenzione e individuazione compresa la formazione,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=it&productionSystem=cellar&part=
89,G1,it,G1,Condotta delle imprese,Corruzione attiva e passiva,Incidenti,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=it&productionSystem=cellar&part=
1,E1,lt,E1,Klimato kaita,Prisitaikymas prie klimato kaitos,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
2,E1,lt,E1,Klimato kaita,Klimato kaitos švelninimas,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
3,E1,lt,E1,Klimato kaita,Energetika,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
4,E2,lt,E2,Tarša,Oro tarša,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
5,E2,lt,E2,Tarša,Vandens tarša,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
6,E2,lt,E2,Tarša,Dirvožemio tarša,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
7,E2,lt,E2,Tarša,Gyvų organizmų ir maisto išteklių tarša,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
8,E2,lt,E2,Tarša,Susirūpinimą keliančios medžiagos,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
9,E2,lt,E2,Tarša,Labai didelį susirūpinimą keliančios medžiagos,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
10,E2,lt,E2,Tarša,Mikroplastikas,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
11,E3,lt,E3,Vandens ir jūrų ištekliai,Vandens ištekliai,Vandens suvartojimas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
12,E3,lt,E3,Vandens ir jūrų ištekliai,Vandens ištekliai,Vandens ėmimas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
13,E3,lt,E3,Vandens ir jūrų ištekliai,Vandens ištekliai,Vandens išleidimas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
14,E3,lt,E3,Vandens ir jūrų ištekliai,Vandens ištekliai,Vandens išleidimas į vandenynus,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
15,E3,lt,E3,Vandens ir jūrų ištekliai,Jūrų ištekliai,Jūrų išteklių išgavimas ir naudojimas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
16,E4,lt,E4,Biologinė įvairovė ir ekosistemos,Tiesioginiai poveikio biologinės įvairovės nykimui veiksniai,Klimato kaita,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
17,E4,lt,E4,Biologinė įvairovė ir ekosistemos,Tiesioginiai poveikio biologinės įvairovės nykimui veiksniai,"Žemės naudojimo pokyčiai, gėlo vandens naudojimo pokyčiai ir jūrų naudojimo pokyčiai",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
18,E4,lt,E4,Biologinė įvairovė ir ekosistemos,Tiesioginiai poveikio biologinės įvairovės nykimui veiksniai,Tiesioginis naudojimas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
19,E4,lt,E4,Biologinė įvairovė ir ekosistemos,Tiesioginiai poveikio biologinės įvairovės nykimui veiksniai,Invazinės svetimos rūšys,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
20,E4,lt,E4,Biologinė įvairovė ir ekosistemos,Tiesioginiai poveikio biologinės įvairovės nykimui veiksniai,Tarša,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
21,E4,lt,E4,Biologinė įvairovė ir ekosistemos,Tiesioginiai poveikio biologinės įvairovės nykimui veiksniai,Kita,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
22,E4,lt,E4,Biologinė įvairovė ir ekosistemos,Poveikis rūšių būklei,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
23,E4,lt,E4,Biologinė įvairovė ir ekosistemos,Poveikis ekosistemų mastui ir būklei,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
24,E4,lt,E4,Biologinė įvairovė ir ekosistemos,Poveikis ekosisteminėms paslaugoms ir priklausomybė nuo jų,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
25,E5,lt,E5,Žiedinė ekonomika,"Išteklių įvediniai, įskaitant išteklių naudojimą",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
26,E5,lt,E5,Žiedinė ekonomika,Su produktais ir paslaugomis susiję išteklių išvediniai,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
27,E5,lt,E5,Žiedinė ekonomika,Atliekos,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
28,S1,lt,S1,Sava darbo jėga,Darbo sąlygos,Užtikrintas užimtumas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
29,S1,lt,S1,Sava darbo jėga,Darbo sąlygos,Darbo laikas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
30,S1,lt,S1,Sava darbo jėga,Darbo sąlygos,Deramas darbo užmokestis,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
31,S1,lt,S1,Sava darbo jėga,Darbo sąlygos,Socialinis dialogas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
32,S1,lt,S1,Sava darbo jėga,Darbo sąlygos,"Asociacijų laisvė, esamos darbo tarybos ir darbuotojų informavimo, konsultavimosi su jais ir jų dalyvavimo teisės",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
33,S1,lt,S1,Sava darbo jėga,Darbo sąlygos,"Kolektyvinės derybos, įskaitant darbuotojų, kuriems taikomos kolektyvinės sutartys, dalį",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
34,S1,lt,S1,Sava darbo jėga,Darbo sąlygos,Profesinio ir asmeninio gyvenimo pusiausvyra,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
35,S1,lt,S1,Sava darbo jėga,Darbo sąlygos,Sveikata ir sauga,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
36,S1,lt,S1,Sava darbo jėga,Vienodas požiūris ir lygios galimybės visiems,Lyčių lygybė ir vienodas užmokestis už vienodos vertės darbą,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
37,S1,lt,S1,Sava darbo jėga,Vienodas požiūris ir lygios galimybės visiems,Mokymas ir įgūdžių ugdymas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
38,S1,lt,S1,Sava darbo jėga,Vienodas požiūris ir lygios galimybės visiems,Neįgaliųjų užimtumas ir įtrauktis,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
39,S1,lt,S1,Sava darbo jėga,Vienodas požiūris ir lygios galimybės visiems,Kovos su smurtu ir priekabiavimu darbo vietoje priemonės,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
40,S1,lt,S1,Sava darbo jėga,Vienodas požiūris ir lygios galimybės visiems,Įvairovė,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
41,S1,lt,S1,Sava darbo jėga,Kitos su darbu susijusios teisės,Vaikų darbas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
42,S1,lt,S1,Sava darbo jėga,Kitos su darbu susijusios teisės,Priverčiamasis darbas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
43,S1,lt,S1,Sava darbo jėga,Kitos su darbu susijusios teisės,Tinkamas būstas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
44,S1,lt,S1,Sava darbo jėga,Kitos su darbu susijusios teisės,Privatumas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
45,S2,lt,S2,Vertės grandinės darbuotojai,Darbo sąlygos,Užtikrintas užimtumas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
46,S2,lt,S2,Vertės grandinės darbuotojai,Darbo sąlygos,Darbo laikas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
47,S2,lt,S2,Vertės grandinės darbuotojai,Darbo sąlygos,Deramas darbo užmokestis,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
48,S2,lt,S2,Vertės grandinės darbuotojai,Darbo sąlygos,Socialinis dialogas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
49,S2,lt,S2,Vertės grandinės darbuotojai,Darbo sąlygos,"Asociacijų laisvė, įskaitant darbo tarybų buvimą",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
50,S2,lt,S2,Vertės grandinės darbuotojai,Darbo sąlygos,Kolektyvinės sutartys,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
51,S2,lt,S2,Vertės grandinės darbuotojai,Darbo sąlygos,Profesinio ir asmeninio gyvenimo pusiausvyra,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
52,S2,lt,S2,Vertės grandinės darbuotojai,Darbo sąlygos,Sveikata ir sauga,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
53,S2,lt,S2,Vertės grandinės darbuotojai,Vienodas požiūris ir lygios galimybės visiems,Lyčių lygybė ir vienodas užmokestis už vienodos vertės darbą,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
54,S2,lt,S2,Vertės grandinės darbuotojai,Vienodas požiūris ir lygios galimybės visiems,Mokymas ir įgūdžių ugdymas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
55,S2,lt,S2,Vertės grandinės darbuotojai,Vienodas požiūris ir lygios galimybės visiems,Neįgaliųjų užimtumas ir įtrauktis,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
56,S2,lt,S2,Vertės grandinės darbuotojai,Vienodas požiūris ir lygios galimybės visiems,Kovos su smurtu ir priekabiavimu darbo vietoje priemonės,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
57,S2,lt,S2,Vertės grandinės darbuotojai,Vienodas požiūris ir lygios galimybės visiems,Įvairovė,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
58,S2,lt,S2,Vertės grandinės darbuotojai,Kitos su darbu susijusios teisės,Vaikų darbas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
59,S2,lt,S2,Vertės grandinės darbuotojai,Kitos su darbu susijusios teisės,Priverčiamasis darbas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
60,S2,lt,S2,Vertės grandinės darbuotojai,Kitos su darbu susijusios teisės,Tinkamas būstas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
61,S2,lt,S2,Vertės grandinės darbuotojai,Kitos su darbu susijusios teisės,Vanduo ir sanitarija,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
62,S2,lt,S2,Vertės grandinės darbuotojai,Kitos su darbu susijusios teisės,Privatumas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
63,S3,lt,S3,Paveikiamos bendruomenės,"Bendruomenių ekonominės, socialinės ir kultūrinės teisės",Tinkamas būstas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
64,S3,lt,S3,Paveikiamos bendruomenės,"Bendruomenių ekonominės, socialinės ir kultūrinės teisės",Tinkamas maistas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
65,S3,lt,S3,Paveikiamos bendruomenės,"Bendruomenių ekonominės, socialinės ir kultūrinės teisės",Vanduo ir sanitarija,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
66,S3,lt,S3,Paveikiamos bendruomenės,"Bendruomenių ekonominės, socialinės ir kultūrinės teisės",Su žeme susijęs poveikis,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
67,S3,lt,S3,Paveikiamos bendruomenės,"Bendruomenių ekonominės, socialinės ir kultūrinės teisės",Su saugumu susijęs poveikis,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
68,S3,lt,S3,Paveikiamos bendruomenės,Bendruomenių pilietinės ir politinės teisės,Saviraiškos laisvė,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
69,S3,lt,S3,Paveikiamos bendruomenės,Bendruomenių pilietinės ir politinės teisės,Susirinkimų laisvė,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
70,S3,lt,S3,Paveikiamos bendruomenės,Bendruomenių pilietinės ir politinės teisės,Poveikis žmogaus teisių gynėjams,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
71,S3,lt,S3,Paveikiamos bendruomenės,Čiabuvių teisės,"Laisvas, išankstinis ir informacija grindžiamas sutikimas",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
72,S3,lt,S3,Paveikiamos bendruomenės,Čiabuvių teisės,Apsisprendimas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
73,S3,lt,S3,Paveikiamos bendruomenės,Čiabuvių teisės,Kultūrinės teisės,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
74,S4,lt,S4,Vartotojai irgalutiniai naudotojai,Su informacija susijęs poveikis vartotojams ir (arba) galutiniams naudotojams,Privatumas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
75,S4,lt,S4,Vartotojai irgalutiniai naudotojai,Su informacija susijęs poveikis vartotojams ir (arba) galutiniams naudotojams,Saviraiškos laisvė,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
76,S4,lt,S4,Vartotojai irgalutiniai naudotojai,Su informacija susijęs poveikis vartotojams ir (arba) galutiniams naudotojams,Galimybė gauti (kokybišką) informaciją,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
77,S4,lt,S4,Vartotojai irgalutiniai naudotojai,Vartotojų ir (arba) galutinių naudotojų asmeninė sauga,Sveikata ir sauga,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
78,S4,lt,S4,Vartotojai irgalutiniai naudotojai,Vartotojų ir (arba) galutinių naudotojų asmeninė sauga,Asmens saugumas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
79,S4,lt,S4,Vartotojai irgalutiniai naudotojai,Vartotojų ir (arba) galutinių naudotojų asmeninė sauga,Vaikų apsauga,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
80,S4,lt,S4,Vartotojai irgalutiniai naudotojai,Vartotojų ir (arba) galutinių naudotojų socialinė įtrauktis,Nediskriminavimas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
81,S4,lt,S4,Vartotojai irgalutiniai naudotojai,Vartotojų ir (arba) galutinių naudotojų socialinė įtrauktis,Prieiga prie produktų ir paslaugų,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
82,S4,lt,S4,Vartotojai irgalutiniai naudotojai,Vartotojų ir (arba) galutinių naudotojų socialinė įtrauktis,Atsakinga rinkodara,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
83,G1,lt,G1,Verslo etika,Įmonės kultūra,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
